Month of Data Date,State On/Off ,Index,Game Name,Parent Supplier,Game Category,"Month, Year of OGPD Release Date",Casinos (Sites),Avg. Average Bet,Median Avg Bet,Avg. Games Played Index,Avg. Coin In Index,Theo Win Index,Avg. Theo Win Index Game Category,% of Total GGR
,,"2,894",Summer Cash,Everi,Slot,"May, 2024",25,$2.10,$2.16,0.06,0.1,0.08,0.09,0.00%
,,"2,895",101 Roulette,Playtech,Table Game,"August, 2021",4,$19.66,$11.25,0.03,0.1,0.08,0.03,0.00%
,,"2,896",Divine Empress,Bragg Gaming Group,Slot,"October, 2024",19,$2.52,$1.82,0.07,0.0,0.08,0.08,0.00%
,,"2,897",Monsters Unchained,Evolution,Slot,"December, 2023",18,$1.26,$0.87,0.09,0.1,0.08,0.08,0.00%
,,"2,898",Soul Queen,Ainsworth,Slot,"June, 2021",4,$1.61,$1.10,0.08,0.1,0.08,0.08,0.00%
,,"2,899",Lone Star Link Eagle Wins,Greentube,Slot,"October, 2024",10,$2.13,$1.60,0.06,0.0,0.08,0.08,0.00%
,,"2,900",Dragon Shard,Games Global,Slot,"August, 2021",11,$3.51,$1.33,0.04,0.1,0.08,0.08,0.00%
,,"2,901",Mighty 777 With Sticky Credits,Incredible Technologies,Slot,"June, 2022",16,$2.16,$2.09,0.05,0.1,0.08,0.08,0.00%
,,"2,902",Cool Catch 2 License 2 Krill,Igt,Slot,"September, 2025",25,$1.26,$1.00,0.11,0.0,0.08,0.08,0.00%
,,"2,903",Minted Coins,1x2 Network,Slot,"May, 2025",5,$1.48,$1.08,0.09,0.1,0.08,0.08,0.00%
,,"2,904",Fizzy Penny Slot,Evolution,Slot,"July, 2025",27,$0.13,$0.08,1.17,0.1,0.08,0.08,0.00%
,,"2,905",Crab Trap,Evolution,Slot,"December, 2023",18,$1.78,$1.78,0.14,0.1,0.08,0.08,0.00%
,,"2,906",Money Frog,Everi,Slot,"January, 2023",22,$1.31,$1.20,0.10,0.1,0.08,0.08,0.00%
,,"2,907",World Of Ripleys,Bragg Gaming Group,Slot,"March, 2021",5,$4.81,$2.52,0.05,0.1,0.08,0.08,0.00%
,,"2,908",Diamond Mystery 100 Wild Fire,Greentube,Slot,"January, 2025",12,$1.18,$1.14,0.12,0.1,0.08,0.08,0.00%
,,"2,909",Ripleys Big Wheel,Gaming Realms,Slot,"November, 2021",15,$1.67,$1.44,0.08,0.1,0.08,0.08,0.00%
,,"2,910",Wild Dragon Riches,Spinomenal,Slot,"April, 2025",2,$0.87,$0.87,0.24,0.1,0.08,0.08,0.00%
,,"2,911",Action Dragons Cash Stacks Gold,Ainsworth,Slot,"March, 2023",8,$2.76,$1.92,0.09,0.1,0.08,0.08,0.00%
,,"2,912",Book Of Oz,Games Global,Slot,"August, 2021",9,$1.02,$1.03,0.18,0.1,0.08,0.08,0.00%
,,"2,913",Bruce Lee,Light & Wonder,Slot,"May, 2021",5,$0.86,$0.89,0.30,0.1,0.08,0.08,0.00%
,,"2,914",Monopoly Hot Property,Light & Wonder,Lottery,"May, 2024",7,$2.08,$1.98,0.04,0.0,0.08,0.05,0.00%
,,"2,915",Beriched,Evolution,Slot,"October, 2021",19,$0.87,$0.80,0.14,0.0,0.08,0.08,0.00%
,,"2,916",Titans Rising,Spinomenal,Slot,"April, 2025",2,$1.92,$1.92,0.06,0.0,0.08,0.08,0.00%
,,"2,917",Polterheist,Light & Wonder,Slot,"March, 2021",5,$2.38,$1.00,0.04,0.1,0.08,0.08,0.00%
,,"2,918",Gifts Of Fortune,Evolution,Slot,"April, 2023",10,$10.03,$2.80,0.05,0.1,0.08,0.08,0.00%
,,"2,919",Great Moai,Konami,Slot,"March, 2021",6,$2.95,$2.57,0.06,0.1,0.08,0.08,0.00%
,,"2,920",10x Minimum Side Bet,Spinberry,Slot,"October, 2024",8,$0.88,$0.87,0.10,0.0,0.08,0.08,0.00%
,,"2,921",Hot Slot 777 Cash Out Grand Diamond Edition,Wazdan,Slot,"February, 2025",8,$1.62,$1.63,0.13,0.1,0.08,0.08,0.00%
,,"2,922",Pyramidion,Igt,Slot,"March, 2021",11,$1.07,$1.15,0.12,0.1,0.08,0.08,0.00%
,,"2,923",Amun Ascension,Bragg Gaming Group,Slot,"October, 2024",18,$1.73,$1.19,0.09,0.1,0.08,0.08,0.00%
,,"2,924",Temple Of Prosperity,Play N Go,Slot,"December, 2023",2,$1.08,$1.08,0.08,0.1,0.08,0.08,0.00%
,,"2,925",Wings Of Ra,Evolution,Slot,"August, 2021",22,$1.22,$0.80,0.11,0.1,0.08,0.08,0.00%
,,"2,926",Egyptian Emeralds,Playtech,Slot,"June, 2023",7,$1.00,$0.90,0.14,0.1,0.08,0.08,0.00%
,,"2,927",Thundering Buffalo Jackpot Dash,High 5 Games,Slot,"March, 2021",10,$0.98,$0.71,0.21,0.1,0.08,0.08,0.00%
,,"2,928",White Rabbit Megaways,Evolution,Slot,"February, 2022",7,$2.02,$1.84,0.15,0.1,0.08,0.08,0.00%
,,"2,929",Space Invaders Roulette,Inspired,Slot,"May, 2022",11,$29.32,$13.01,0.01,0.1,0.08,0.08,0.00%
,,"2,930",Thunder Cash Dollar King,Greentube,Slot,"June, 2023",9,$4.05,$2.81,0.04,0.1,0.08,0.08,0.00%
,,"2,931",Genie Wishmaker Megaways,White Hat Studios,Slot,"December, 2023",7,$0.97,$0.94,0.18,0.1,0.08,0.08,0.00%
,,"2,932",Serpent King,Evolution,Slot,"June, 2025",22,$0.87,$0.62,0.13,0.0,0.08,0.08,0.00%
,,"2,933",Queens Of Ra Power Combo,Games Global,Slot,"December, 2023",9,$1.43,$1.19,0.07,0.1,0.07,0.08,0.00%
,,"2,934",Outlaws Inc,Hacksaw Gaming,Slot,"August, 2023",14,$3.23,$1.83,0.05,0.1,0.07,0.08,0.00%
,,"2,935",In The Rabbit Hole,Evolution,Slot,"August, 2023",22,$0.88,$0.84,0.19,0.1,0.07,0.08,0.00%
,,"2,936",Panda Money Megaways,Evolution,Slot,"September, 2024",4,$1.29,$1.19,0.10,0.0,0.07,0.08,0.00%
,,"2,937",Panther Pays,Playtech,Slot,"March, 2024",4,$1.57,$0.95,0.06,0.0,0.07,0.08,0.00%
,,"2,938",Scroll Of Dead,Play N Go,Slot,"March, 2023",2,$1.27,$1.27,0.09,0.1,0.07,0.08,0.00%
,,"2,939",Aztec Lightning Blitz,Reel Play,Slot,"February, 2025",26,$1.26,$0.86,0.08,0.1,0.07,0.08,0.00%
,,"2,940",Santa Spins,Evolution,Slot,"November, 2023",28,$0.75,$0.70,0.16,0.0,0.07,0.08,0.00%
,,"2,941",Super Fruit Smash,Slotmill,Slot,"August, 2024",2,$1.40,$1.40,0.12,0.1,0.07,0.08,0.00%
,,"2,942",Cool Loot,High 5 Games,Slot,"March, 2021",3,$0.66,$0.37,0.22,0.1,0.07,0.08,0.00%
,,"2,943",San Fa Tigers,Ainsworth,Slot,"September, 2024",11,$1.53,$1.35,0.08,0.1,0.07,0.08,0.00%
,,"2,944",Cool Catch,Igt,Slot,"August, 2023",24,$0.92,$0.79,0.12,0.1,0.07,0.08,0.00%
,,"2,945",Teddy Bears Picnic,Light & Wonder,Slot,"March, 2021",5,$2.05,$1.62,0.09,0.1,0.07,0.08,0.00%
,,"2,946",Dragons Loot Link And Win 4tune,Games Global,Slot,"November, 2023",10,$1.41,$1.15,0.08,0.1,0.07,0.08,0.00%
,,"2,947",Charming Lady Win Ways,Greentube,Slot,"May, 2025",9,$1.86,$1.28,0.06,0.1,0.07,0.08,0.00%
,,"2,948",Boss Level,Igt,Slot,"January, 2025",19,$2.14,$1.07,0.10,0.1,0.07,0.08,0.00%
,,"2,949",Sevens And Suns,Bragg Gaming Group,Slot,"June, 2024",2,$1.11,$1.11,0.07,0.1,0.07,0.08,0.00%
,,"2,950",Apes Dynasty,High 5 Games,Slot,"August, 2024",17,$0.94,$0.59,0.15,0.1,0.07,0.08,0.00%
,,"2,951",Dragon Spin Cross Link Water,Light & Wonder,Slot,"April, 2024",29,$1.36,$1.39,0.10,0.1,0.07,0.08,0.00%
,,"2,952",Find The Diamonds,Igt,Instant Win,"July, 2025",18,$6.92,$5.53,0.02,0.1,0.07,0.14,0.00%
,,"2,953",Little Green Men Nova Wilds,Igt,Slot,"March, 2021",29,$1.59,$1.35,0.08,0.1,0.07,0.08,0.00%
,,"2,954",Bust The Mansion,Games Global,Slot,"March, 2022",7,$1.01,$0.83,0.08,0.1,0.07,0.08,0.00%
,,"2,955",Tiki Fruits,Evolution,Slot,"July, 2025",19,$0.88,$0.84,0.14,0.1,0.07,0.08,0.00%
,,"2,956",Grand Bison,Red Rake Gaming,Slot,"June, 2025",9,$1.19,$1.06,0.18,0.1,0.07,0.08,0.00%
,,"2,957",Aquatic Treasures Coast 2 Coast,Games Global,Slot,"September, 2022",12,$0.90,$0.92,0.15,0.1,0.07,0.08,0.00%
,,"2,958",Agent Destiny,Play N Go,Slot,"July, 2022",4,$5.66,$1.01,0.01,0.0,0.07,0.08,0.00%
,,"2,959",Cannon Cove,High 5 Games,Slot,"July, 2022",10,$1.22,$0.75,0.19,0.1,0.07,0.08,0.00%
,,"2,960",Golden Ticket 2,Play N Go,Slot,"July, 2023",4,$1.38,$0.84,0.10,0.1,0.07,0.08,0.00%
,,"2,961",Book Of Captain Silver,Games Global,Slot,"December, 2021",12,$1.03,$0.73,0.11,0.1,0.07,0.08,0.00%
,,"2,962",Alice Cooper And The Tome Of Madness,Play N Go,Slot,"December, 2022",19,$1.11,$0.99,0.11,0.1,0.07,0.08,0.00%
,,"2,963",Wheels Go Round Bull,Aruze,Slot,"June, 2021",4,$1.25,$1.24,0.16,0.1,0.07,0.08,0.00%
,,"2,964",Frogged Up,Bragg Gaming Group,Slot,"February, 2025",18,$1.36,$1.11,0.10,0.0,0.07,0.08,0.00%
,,"2,965",Fu Dao Le,Light & Wonder,Slot,"March, 2021",23,$1.42,$1.28,0.15,0.1,0.07,0.08,0.00%
,,"2,966",Full Force Link Vegas Revue,Incredible Technologies,Slot,"November, 2023",15,$1.37,$1.27,0.07,0.1,0.07,0.08,0.00%
,,"2,967",Alpha Spirit,Bragg Gaming Group,Slot,"September, 2023",14,$1.41,$1.05,0.09,0.0,0.07,0.08,0.00%
,,"2,968",Druids Magic,Evolution,Slot,"March, 2024",15,$3.09,$1.42,0.03,0.1,0.07,0.08,0.00%
,,"2,969",Viking Runecraft Apocalypse,Play N Go,Slot,"October, 2023",7,$0.99,$0.77,0.15,0.1,0.07,0.08,0.00%
,,"2,970",Kings Honour,Light & Wonder,Slot,"March, 2021",5,$1.05,$0.90,0.07,0.1,0.07,0.08,0.00%
,,"2,971",Loot Boost,Games Global,Slot,"November, 2024",8,$2.83,$0.99,0.06,0.0,0.07,0.08,0.00%
,,"2,972",Mega Money Mountain,Games Global,Instant Win,"February, 2025",9,$3.85,$3.16,0.04,0.1,0.07,0.13,0.00%
,,"2,973",Go High Panda,Ruby Play,Slot,"January, 2025",5,$1.76,$1.79,0.10,0.1,0.07,0.08,0.00%
,,"2,974",Tiger Emperor,Aristocrat,Slot,"November, 2022",10,$4.47,$2.95,0.08,0.1,0.07,0.08,0.00%
,,"2,975",Gods Vs Diamonds,Reel Play,Slot,"February, 2025",11,$2.79,$1.30,0.06,0.1,0.07,0.08,0.00%
,,"2,976",Star Watch Jungle,Konami,Slot,"December, 2022",9,$2.65,$2.39,0.07,0.1,0.07,0.08,0.00%
,,"2,977",Elk Hunter,Evolution,Slot,"February, 2024",13,$3.22,$2.75,0.06,0.1,0.07,0.08,0.00%
,,"2,978",Mythic Maiden,Evolution,Slot,"March, 2021",7,$2.12,$2.17,0.16,0.1,0.07,0.08,0.00%
,,"2,979",Green Machine Supreme,High 5 Games,Slot,"August, 2022",14,$1.65,$1.70,0.12,0.1,0.07,0.08,0.00%
,,"2,980",Arctic Enchantress,Games Global,Slot,"February, 2022",16,$2.16,$1.40,0.09,0.0,0.07,0.08,0.00%
,,"2,981",Mad Hit Wild Alice,Ruby Play,Slot,"January, 2025",4,$1.66,$1.31,0.07,0.1,0.07,0.08,0.00%
,,"2,982",Forest Dragons,Ags,Slot,"March, 2021",26,$2.55,$1.81,0.05,0.1,0.07,0.08,0.00%
,,"2,983",Cash Carts Western Wagons,Games Global,Slot,"July, 2024",6,$1.44,$1.06,0.12,0.1,0.07,0.08,0.00%
,,"2,984",Pandas Fortune,Internal,Slot,"April, 2021",4,$1.51,$1.56,0.18,0.1,0.07,0.08,0.00%
,,"2,985",Bad Bunny Money,Boom Entertainment,Slot,"December, 2024",11,$1.38,$1.19,0.09,0.1,0.07,0.08,0.00%
,,"2,986",Roller Wheel Jungle Roll,Incredible Technologies,Slot,"June, 2021",15,$1.94,$1.65,0.06,0.1,0.07,0.08,0.00%
,,"2,987",Sleepy Hollow,Igt,Slot,"October, 2023",14,$2.22,$1.21,0.07,0.1,0.07,0.08,0.00%
,,"2,988",Mighty Empire Hold And Win,Igt,Slot,"March, 2025",19,$1.77,$1.29,0.09,0.1,0.07,0.08,0.00%
,,"2,989",Hot Off The 7s Deluxe,Aristocrat,Slot,"November, 2024",8,$0.88,$0.87,0.12,0.0,0.07,0.08,0.00%
,,"2,990",Fortune Fireworks,Oddsworks,Slot,"June, 2024",9,$1.08,$1.00,0.17,0.1,0.07,0.08,0.00%
,,"2,991",Tikaani Gold,Bragg Gaming Group,Slot,"November, 2024",17,$3.58,$1.45,0.07,0.0,0.07,0.08,0.00%
,,"2,992",Midnight Princess,Play N Go,Slot,"September, 2024",15,$0.86,$0.90,0.25,0.1,0.07,0.08,0.00%
,,"2,993",Fortune Tree Of Wealth,Aristocrat,Slot,"January, 2025",15,$1.15,$0.99,0.09,0.0,0.07,0.08,0.00%
,,"2,994",Hail King Of Fortune,High 5 Games,Slot,"March, 2021",4,$1.80,$1.36,0.13,0.1,0.07,0.08,0.00%
,,"2,995",Sky Raiders Power Combo,Games Global,Slot,"November, 2024",9,$1.18,$0.75,0.09,0.0,0.07,0.08,0.00%
,,"2,996",Arowanas Luck,Playtech,Slot,"August, 2024",16,$1.33,$1.05,0.08,0.1,0.07,0.08,0.00%
,,"2,997",Heat Em Up Power Wheel,Incredible Technologies,Slot,"March, 2021",16,$1.42,$1.47,0.10,0.1,0.07,0.08,0.00%
,,"2,998",Olympus Zeus Megaways,Igt,Slot,"March, 2024",4,$0.91,$0.83,0.14,0.1,0.07,0.08,0.00%
,,"2,999",Wolves Wolves Wolves,Playtech,Slot,"November, 2021",5,$1.08,$0.64,0.15,0.0,0.07,0.08,0.00%
,,"3,000",Great Bear,Igt,Slot,"June, 2022",18,$3.20,$0.94,0.04,0.1,0.07,0.08,0.00%
,,"3,001",Risque Megaways,Evolution,Slot,"April, 2023",19,$0.81,$0.61,0.10,0.0,0.07,0.08,0.00%
,,"3,002",Zz Top Roadside Riches,Play N Go,Slot,"January, 2023",10,$1.35,$1.30,0.03,0.1,0.07,0.08,0.00%
,,"3,003",Fortune Reels,Wazdan,Slot,"June, 2023",11,$1.61,$1.23,0.18,0.1,0.07,0.08,0.00%
,,"3,004",Luck Of The Devil Power Combo,Games Global,Slot,"March, 2024",10,$1.12,$1.10,0.09,0.0,0.07,0.08,0.00%
,,"3,005",Bonanza Blast,Ags,Slot,"March, 2021",26,$2.12,$1.57,0.10,0.1,0.07,0.08,0.00%
,,"3,006",Loot Crab,1x2 Network,Slot,"August, 2025",5,$0.85,$0.90,0.17,0.1,0.07,0.07,0.00%
,,"3,007",Wolf Ridge,Igt,Slot,"March, 2021",26,$1.82,$1.14,0.06,0.1,0.07,0.07,0.00%
,,"3,008",Dragon Champions,Playtech,Slot,"August, 2021",12,$1.37,$1.03,0.16,0.1,0.07,0.07,0.00%
,,"3,009",Simsalaspinn 2,Igt,Slot,"January, 2023",25,$1.32,$0.75,0.04,0.1,0.07,0.07,0.00%
,,"3,010",Milkshake Xxxtreme,Evolution,Slot,"September, 2023",13,$2.95,$1.70,0.07,0.1,0.07,0.07,0.00%
,,"3,011",Monopoly Travel World Tour,Light & Wonder,Slot,"July, 2024",25,$1.70,$1.11,0.08,0.0,0.07,0.07,0.00%
,,"3,012",Witch Pickings,Light & Wonder,Slot,"March, 2021",2,$1.33,$1.33,0.10,0.1,0.07,0.07,0.00%
,,"3,013",Jingle All The Pays Luckytap ™,Design Works Gaming,Instant Win,"December, 2024",18,$0.79,$0.75,0.12,0.0,0.07,0.13,0.00%
,,"3,014",Blazing 7s Roulette,Light & Wonder,Table Game,"July, 2021",17,$10.44,$7.83,0.01,0.1,0.07,0.03,0.00%
,,"3,015",Max Megaways,Evolution,Slot,"August, 2023",11,$2.74,$2.27,0.10,0.1,0.07,0.07,0.00%
,,"3,016",Merlins Money Burst,Light & Wonder,Slot,"March, 2021",8,$3.99,$3.42,0.09,0.1,0.07,0.07,0.00%
,,"3,017",Crystal Chasers,High 5 Games,Slot,"June, 2021",2,$3.02,$3.02,0.06,0.1,0.07,0.07,0.00%
,,"3,018",Giants Gold,Light & Wonder,Slot,"March, 2021",8,$1.26,$1.10,0.23,0.1,0.07,0.07,0.00%
,,"3,019",Reel Big Boom,Games Global,Slot,"July, 2024",5,$1.21,$1.19,0.15,0.1,0.07,0.07,0.00%
,,"3,020",Pearl Dynasty,Everi,Slot,"November, 2023",25,$2.28,$1.46,0.05,0.0,0.07,0.07,0.00%
,,"3,021",A Dragons Story,Light & Wonder,Slot,"March, 2021",9,$2.13,$1.77,0.08,0.1,0.07,0.07,0.00%
,,"3,022",Fu Bao Chang 2play,Design Works Gaming,Slot,"June, 2024",17,$1.60,$1.20,0.08,0.0,0.07,0.07,0.00%
,,"3,023",Aquatic Treasures,Games Global,Slot,"August, 2021",11,$2.37,$2.19,0.07,0.1,0.07,0.07,0.00%
,,"3,024",Cash Falls Pirates Trove,Light & Wonder,Slot,"November, 2022",2,$6.68,$6.68,0.20,0.1,0.07,0.07,0.00%
,,"3,025",Arabian Fire,Ainsworth,Slot,"March, 2021",4,$1.16,$1.15,0.16,0.1,0.07,0.07,0.00%
,,"3,026",Jackpot 51 Keno,Oddsworks,Bingo/Keno,"October, 2023",5,$1.25,$1.35,0.13,0.1,0.07,0.06,0.00%
,,"3,027",Midnight Matinee,Everi,Slot,"October, 2021",28,$2.78,$1.71,0.06,0.1,0.07,0.07,0.00%
,,"3,028",Mafia Gold,Play N Go,Slot,"November, 2024",14,$1.04,$0.98,0.19,0.0,0.07,0.07,0.00%
,,"3,029",Pandastic Adventure,Play N Go,Slot,"April, 2024",19,$0.97,$0.95,0.09,0.0,0.07,0.07,0.00%
,,"3,030",Colt Lightning,Play N Go,Slot,"August, 2023",23,$0.94,$0.91,0.07,0.0,0.07,0.07,0.00%
,,"3,031",Guardians Of The Deep,High 5 Games,Slot,"July, 2021",4,$1.17,$0.71,0.11,0.1,0.07,0.07,0.00%
,,"3,032",Wild North,Everi,Slot,"August, 2022",18,$1.57,$1.32,0.08,0.1,0.07,0.07,0.00%
,,"3,033",Slingoooal,Gaming Realms,Slot,"November, 2022",14,$3.52,$3.45,0.12,0.1,0.07,0.07,0.00%
,,"3,034",Bay Bounty Bonanza,Betixon,Slot,"September, 2025",2,$1.88,$1.88,0.05,0.1,0.07,0.07,0.00%
,,"3,035",Wild Empire,Design Works Gaming,Slot,"June, 2023",19,$1.50,$1.20,0.08,0.0,0.07,0.07,0.00%
,,"3,036",Lady Of Fortune Remastered,Play N Go,Slot,"February, 2025",23,$1.04,$0.80,0.13,0.0,0.07,0.07,0.00%
,,"3,037",10x Minimum Big Bucks,Spinberry,Slot,"January, 2025",8,$1.33,$1.10,0.12,0.0,0.07,0.07,0.00%
,,"3,038",Free Reelin Joker 1000,Play N Go,Slot,"February, 2024",16,$0.73,$0.71,0.18,0.1,0.07,0.07,0.00%
,,"3,039",Money Jar,Slotmill,Slot,"October, 2024",2,$5.35,$5.35,0.03,0.1,0.07,0.07,0.00%
,,"3,040",Diamond Charge Megaways,1x2 Network,Slot,"May, 2025",4,$0.84,$0.81,0.17,0.1,0.07,0.07,0.00%
,,"3,041",Cat Peak,King Show Games,Slot,"March, 2024",10,$1.79,$1.53,0.07,0.0,0.07,0.07,0.00%
,,"3,042",Charming Lady Deluxe 10 Win Ways,Greentube,Slot,"October, 2023",4,$1.72,$1.47,0.09,0.1,0.07,0.07,0.00%
,,"3,043",Boat Bonanza,Play N Go,Slot,"August, 2023",8,$0.87,$0.76,0.12,0.0,0.07,0.07,0.00%
,,"3,044",Transylvania Night Of Blood,Evolution,Slot,"September, 2023",20,$1.00,$0.77,0.16,0.0,0.07,0.07,0.00%
,,"3,045",Blazin Hot 7s Stack Em Up,Light & Wonder,Slot,"February, 2022",9,$0.92,$0.55,0.30,0.1,0.07,0.07,0.00%
,,"3,046",Keystone Kops,Igt,Slot,"March, 2021",8,$1.53,$1.24,0.13,0.1,0.07,0.07,0.00%
,,"3,047",Go Fish,Inspired,Slot,"February, 2022",9,$1.50,$1.24,0.16,0.1,0.07,0.07,0.00%
,,"3,048",Stadium Megaways,Atlantic Digital,Slot,"December, 2024",9,$1.82,$1.33,0.07,0.0,0.07,0.07,0.00%
,,"3,049",Gates Of Glory,Igt,Slot,"March, 2025",25,$2.40,$1.48,0.04,0.0,0.07,0.07,0.00%
,,"3,050",The Good The Bad And The Rich,Evolution,Slot,"April, 2025",25,$1.01,$0.90,0.12,0.0,0.07,0.07,0.00%
,,"3,051",Murder Mystery,Playtech,Slot,"August, 2021",5,$0.93,$0.89,0.28,0.1,0.07,0.07,0.00%
,,"3,052",Lordi Reel Monster,Play N Go,Slot,"July, 2023",2,$1.53,$1.53,0.07,0.1,0.07,0.07,0.00%
,,"3,053",Noble Sky,Games Global,Slot,"August, 2021",12,$2.03,$1.19,0.06,0.1,0.07,0.07,0.00%
,,"3,054",Enchanted Kingdom Mega Drop,Light & Wonder,Slot,"December, 2021",4,$2.35,$1.74,0.05,0.1,0.07,0.07,0.00%
,,"3,055",The Leprechaun King,High 5 Games,Slot,"March, 2021",15,$2.01,$1.29,0.06,0.1,0.07,0.07,0.00%
,,"3,056",Fever Spin Megaways,Igt,Slot,"May, 2024",5,$0.82,$0.80,0.23,0.1,0.07,0.07,0.00%
,,"3,057",Hotline 2,Evolution,Slot,"March, 2021",6,$3.97,$1.03,0.11,0.1,0.07,0.07,0.00%
,,"3,058",Voodoo Temple,White Hat Studios,Slot,"March, 2023",5,$1.44,$1.26,0.07,0.1,0.07,0.07,0.00%
,,"3,059",Opal Fruits,Evolution,Slot,"March, 2021",20,$1.79,$1.30,0.18,0.1,0.06,0.07,0.00%
,,"3,060",Prosperity Palace,Play N Go,Slot,"December, 2022",4,$0.86,$0.83,0.13,0.0,0.06,0.07,0.00%
,,"3,061",Ternion,Play N Go,Slot,"April, 2025",7,$1.48,$1.36,0.14,0.1,0.06,0.07,0.00%
,,"3,062",Goddess Of Valhalla,High 5 Games,Slot,"March, 2021",12,$3.36,$1.71,0.02,0.1,0.06,0.07,0.00%
,,"3,063",Aztec Chief,Ags,Slot,"May, 2024",19,$1.68,$1.50,0.06,0.0,0.06,0.07,0.00%
,,"3,064",Rising Temple Hold And Win,Igt,Slot,"January, 2024",14,$1.74,$1.12,0.14,0.1,0.06,0.07,0.00%
,,"3,065",Kokeshi Pop,Avatarux,Slot,"March, 2024",10,$1.23,$1.18,0.15,0.0,0.06,0.07,0.00%
,,"3,066",Book Of Christmas,Inspired,Slot,"June, 2021",5,$0.98,$0.99,0.17,0.1,0.06,0.07,0.00%
,,"3,067",Crabbin Crazy Hold And Win,Igt,Slot,"September, 2023",3,$1.66,$1.43,0.12,0.1,0.06,0.07,0.00%
,,"3,068",Book Of Kings,Playtech,Slot,"June, 2023",13,$0.88,$0.82,0.13,0.0,0.06,0.07,0.00%
,,"3,069",Speed Crash,Hacksaw Gaming,Crash,"April, 2025",3,$3.32,$3.74,0.05,0.0,0.06,0.04,0.00%
,,"3,070",Rage Of The Seas,Evolution,Slot,"March, 2021",21,$3.04,$1.44,0.11,0.1,0.06,0.07,0.00%
,,"3,071",Rich Roll Lust For Gold,Playtech,Slot,"November, 2024",4,$0.60,$0.54,0.17,0.1,0.06,0.07,0.00%
,,"3,072",Side Strike,Bragg Gaming Group,Slot,"September, 2025",16,$1.87,$1.69,0.06,0.0,0.06,0.07,0.00%
,,"3,073",Vegas Cash Spins,Inspired,Slot,"May, 2021",11,$1.64,$1.28,0.11,0.1,0.06,0.07,0.00%
,,"3,074",Super 20 Stars,Red Rake Gaming,Slot,"February, 2025",6,$1.89,$1.17,0.08,0.1,0.06,0.07,0.00%
,,"3,075",Sphinx,Igt,Slot,"March, 2021",25,$1.12,$0.81,0.10,0.1,0.06,0.07,0.00%
,,"3,076",American Glory,High 5 Games,Slot,"August, 2025",22,$1.79,$1.05,0.09,0.1,0.06,0.07,0.00%
,,"3,077",Skeleton Key,Igt,Slot,"September, 2021",16,$0.40,$0.41,0.23,0.0,0.06,0.07,0.00%
,,"3,078",Squid Game One Lucky Day,Light & Wonder,Slot,"July, 2024",30,$1.46,$0.94,0.09,0.0,0.06,0.07,0.00%
,,"3,079",5 Lion Festival,Konami,Slot,"January, 2023",16,$1.68,$1.33,0.06,0.0,0.06,0.07,0.00%
,,"3,080",Show Me The Piggy,Oddsworks,Slot,"October, 2024",10,$1.61,$1.45,0.06,0.0,0.06,0.07,0.00%
,,"3,081",Monopoly Hot Offer,Light & Wonder,Slot,"February, 2025",13,$1.07,$0.93,0.09,0.1,0.06,0.07,0.00%
,,"3,082",Buffalo Hunter,Evolution,Slot,"June, 2024",23,$2.03,$1.46,0.09,0.0,0.06,0.07,0.00%
,,"3,083",Monkeys Gold Xpays,Evolution,Slot,"March, 2025",19,$2.75,$1.80,0.05,0.0,0.06,0.07,0.00%
,,"3,084",Bounty Showdown,Fantasma Games,Slot,"May, 2022",7,$1.48,$1.41,0.14,0.1,0.06,0.07,0.00%
,,"3,085",Book Of Independence,Inspired,Slot,"March, 2021",9,$0.99,$1.05,0.20,0.1,0.06,0.07,0.00%
,,"3,086",Chilli Prize Pots,Inspired,Slot,"January, 2023",19,$1.42,$1.04,0.10,0.1,0.06,0.07,0.00%
,,"3,087",Diamond Mystery 40 Imperial Crown Deluxe,Greentube,Slot,"May, 2024",13,$1.99,$1.49,0.07,0.1,0.06,0.07,0.00%
,,"3,088",Shark Shore,High 5 Games,Slot,"July, 2023",10,$1.14,$1.01,0.14,0.1,0.06,0.07,0.00%
,,"3,089",Kiss Of The Rose,High 5 Games,Slot,"September, 2023",15,$1.85,$1.69,0.05,0.1,0.06,0.07,0.00%
,,"3,090",Bubbly Wild Colour Connect,Aristocrat,Slot,"December, 2024",4,$1.17,$1.14,0.06,0.0,0.06,0.07,0.00%
,,"3,091",Fishin Bonanza,Playtech,Slot,"August, 2023",11,$0.88,$0.88,0.16,0.0,0.06,0.07,0.00%
,,"3,092",Secrets Of The Tiger Hold And Gold,Aristocrat,Slot,"June, 2024",4,$3.78,$1.62,0.01,0.1,0.06,0.07,0.00%
,,"3,093",Dungeons And Diamonds,Games Global,Slot,"December, 2022",12,$1.41,$1.29,0.08,0.0,0.06,0.07,0.00%
,,"3,094",Stellar Cash Blown Away,Light & Wonder,Slot,"March, 2021",26,$1.21,$0.92,0.17,0.1,0.06,0.07,0.00%
,,"3,095",Tiger Claw,Playtech,Slot,"August, 2021",7,$1.62,$1.06,0.10,0.1,0.06,0.07,0.00%
,,"3,096",Age Of The Gods Glorius Griffin,Playtech,Slot,"August, 2024",12,$1.59,$1.31,0.04,0.0,0.06,0.07,0.00%
,,"3,097",Eagle Rider,Ainsworth,Slot,"October, 2022",4,$6.58,$6.21,0.02,0.1,0.06,0.07,0.00%
